order_id,order_date,lane,orig_port_cd,dest_port_cd,carrier,mode_dsc,is_on_time,is_late,ship_late_day_count,freight_cost_est,risk_score,risk_band
1447144652.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,1.4992,3.6202395454786624,Low
1447144653.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,2.0433050472566845,3.6204290507184664,Low
1447144654.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,2.3337050472566845,3.6205301935435816,Low
1447144655.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,1.4992,3.6202395454786624,Low
1447144656.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,1.4992,3.6202395454786624,Low
1447144657.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,1.4992,3.6202395454786624,Low
1447144658.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,5.438224,3.6216114601327827,Low
1447144798.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.2362399999999991,2.872466542872986,Low
1447144799.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,3.4218799999999985,2.8732277749814044,Low
1447144804.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.2160399999999991,2.872459507456088,Low
1447144805.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.2604,2.872474957510227,Low
1447144879.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3804,2.8725167520660597,Low
1447144880.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,2.9421530137139467,2.8730606918454646,Low
1447144969.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,1.4992,3.6202395454786624,Low
1447145074.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,2.385135783280006,2.8728666894476547,Low
1447145081.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,3.880703674920009,2.8733875777455613,Low
1447145082.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,9.0884,2.8752013557023814,Low
1447145083.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145084.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,8.072993337326213,2.8748477017819147,Low
1447145087.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3804,2.8725167520660597,Low
1447145088.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145089.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145090.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,7.514619298288778,2.874653226823997,Low
1447145091.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.9063032037132384,2.8726999178228114,Low
1447145092.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.994557981662925,2.872730655899849,Low
1447145110.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.8301199999999995,2.872673384129802,Low
1447145111.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145112.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,13.706345830954945,2.8768097306595846,Low
1447145113.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,6.3026192982887785,2.8742311018100866,Low
1447145114.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145115.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,6.528993748537851,2.8743099453067535,Low
1447145116.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.890719999999999,2.872694490380498,Low
1447145117.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.9102625223231215,2.872701296805834,Low
1447145120.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145121.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145122.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3210799999999994,2.87249609162396,Low
1447145123.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145124.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145125.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.994557981662925,2.872730655899849,Low
1447145126.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3804,2.8725167520660597,Low
1447145127.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145128.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145129.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.6321599999999992,2.8726044370441968,Low
1447145130.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145131.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.3192,2.872495436842585,Low
1447145151.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145159.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_0,AIR   ,True,False,0,1.4992,3.6202395454786624,Low
1447145170.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145171.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145172.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,4.310679999999998,2.873537333324939,Low
1447145173.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,8.339902645121693,2.874940663081639,Low
1447145174.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,9.356639999999995,2.8752947804661866,Low
1447145175.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,2.0511647695468262,2.872750371362822,Low
1447145176.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
1447145177.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,3.6530856531693736,2.873308301127907,Low
1447145178.7,2013-05-26,PORT04 → PORT09,PORT04,PORT09,V444_1,AIR   ,True,False,0,1.202,2.872454617493055,Low
