order_id,order_date,orig_port_cd,dest_port_cd,carrier,plant_code,customer,product_id,unit_quantity,weight,tpt,svc_cd,ship_ahead_day_count,ship_late_day_count,is_on_time,is_late,is_early,mode_dsc,carrier_type,minimum_cost,rate,freight_cost_est,daily_capacity,wh_cost_per_unit
1447243013.7,2013-05-26,PORT04,PORT09,V444_1,PLANT03,V55555555555555_8,1688571,717,44.22604949633399,1,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,8.933661998259462,1013,0.5175018916254618
1447243114.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,334,24.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,4.969199999999998,209,0.7731317943178858
1447243115.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,366,25.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,5.171199999999998,209,0.7731317943178858
1447243116.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,370,23.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,4.767199999999998,209,0.7731317943178858
1447243117.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,319,23.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,4.767199999999998,209,0.7731317943178858
1447243118.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,363,26.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,5.373199999999998,209,0.7731317943178858
1447243119.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,375,24.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,4.969199999999998,209,0.7731317943178858
1447243120.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,319,27.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,5.575199999999998,209,0.7731317943178858
1447243121.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,387,26.6,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,5.373199999999998,209,0.7731317943178858
1447243122.7,2013-05-26,PORT04,PORT09,V444_1,PLANT12,V55555555555555_8,1666961,317,12.8,2,DTD,5,0,True,False,True,AIR   ,V888888883_1,1.202,0.2019999999999999,2.585599999999999,209,0.7731317943178858
